X,Y,FID,ObjectID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG
142.74999932971437,46.960001998266328,2167,2246,Yuzhno-Sakhalinsk,RUS-SAK,Sakhalinskaya oblast',RS,Russia,Provincial capital,176484,5,"100,000 to 249,999",0,0
107.60699737082389,-6.91199997473675,2168,2459,Bandung,IDN-JBA,Jawa Barat,ID,Indonesia,Provincial capital,1699719,2,"1,000,000 to 4,999,999",0,0
29.825001378699625,-2.912003932206383,2169,2364,Ngozi,BDI-NGO,Ngozi,BY,Burundi,Provincial capital,21506,7,"Less than 50,000",0,1
102.836997423053532,16.433001059515128,2170,2035,Khon Kaen,THA-KKA,Khon Kaen,TH,Thailand,Provincial capital,147579,5,"100,000 to 249,999",0,1
106.700004437783292,26.571996032834409,2171,2142,Guiyang,CHN-GUI,Guizhou,CH,China,Provincial capital,1171633,2,"1,000,000 to 4,999,999",0,0
159.983001416021096,59.083002072847123,2172,2247,Palana,RUS-KOR,Koryakskiy avtonomnyy okrug,RS,Russia,Provincial capital,3671,7,"Less than 50,000",0,0
110.426004386993526,-6.97100400079038,2173,2460,Semarang,IDN-JTN,Jawa Tengah,ID,Indonesia,Provincial capital,1288084,2,"1,000,000 to 4,999,999",51040,0
29.366703321070077,-3.083301032201868,2174,2365,Bubanza,BDI-BBN,Bubanza,BY,Burundi,Provincial capital,12728,7,"Less than 50,000",0,1
103.509000416049417,16.427996999149023,2175,2036,Kalasin,THA-KLS,Kalasin,TH,Thailand,Provincial capital,55102,6,"50,000 to 99,999",0,1
177.480252442646048,64.755270064224803,2176,2248,Anadyr,RUS-CHU,Chukotskiy avtonomnyy okrug,RS,Russia,Provincial capital,10332,7,"Less than 50,000",0,0
30.162996291354549,-3.099996016629067,2177,2366,Karusi,BDI-KRZ,Karuzi,BY,Burundi,Provincial capital,10705,7,"Less than 50,000",0,0
103.298004282698088,16.183997963221813,2178,2037,Maha Sarakham,THA-MSR,Maha Sarakham,TH,Thailand,Provincial capital,51584,6,"50,000 to 99,999",0,1
110.368998410639307,-7.796996985299686,2179,2461,Yogyakarta,IDN-YGY,Yogyakarta,ID,Indonesia,Provincial capital,636660,3,"500,000 to 999,999",0,1
29.611998425015006,-3.260997054325603,2180,2367,Muramvya,BDI-MRM,Muramvya,BY,Burundi,Provincial capital,18041,7,"Less than 50,000",0,1
103.654998374248891,16.050995933218747,2181,2038,Roi Et,THA-RET,Roi Et,TH,Thailand,Provincial capital,39328,7,"Less than 50,000",0,1
102.701997343351067,25.050996006400588,2182,2143,Kunming,CHN-YNN,Yunnan,CH,China,Provincial capital,1023674,2,"1,000,000 to 4,999,999",0,0
29.356002320257435,-3.372002996367336,2183,2368,Bujumbura,BDI-BJM,Bujumbura,BY,Burundi,National and provincial capital,331700,4,"250,000 to 499,999",0,1
171.367659408364858,7.120980057836017,2184,2249,Majuro,MHL,Marshall Is.,RM,Marshall Is.,National capital,20500,7,"Less than 50,000",0,0
102.040002305603679,15.797997068493959,2185,2039,Chaiyaphum,THA-CHY,Chaiyaphum,TH,Thailand,Provincial capital,58350,6,"50,000 to 99,999",0,1
29.933298353242691,-3.433301949804708,2186,2369,Gitega,BDI-GIT,Gitega,BY,Burundi,Provincial capital,23167,7,"Less than 50,000",0,1
103.112001311857256,14.995998056161698,2187,2040,Buriram,THA-BRR,Buriram,TH,Thailand,Provincial capital,-999,7,"Less than 50,000",0,1
30.243996405369476,-3.481001952592095,2188,2370,Ruyigi,BDI-RUY,Ruyigi,BY,Burundi,Provincial capital,38458,7,"Less than 50,000",0,1
108.296001327532593,22.838004050310193,2189,2144,Nanning,CHN-GNG,Guangxi,CH,China,Provincial capital,803788,3,"500,000 to 999,999",0,0
133.929990371523701,-23.630004006345267,2190,2462,Alice Springs,AUS-NTR,Northern Territory,AS,Australia,Other,26188,7,"Less than 50,000",0,0
158.216706285642346,6.966701959272195,2191,2250,Palikir,FSM,Micronesia,FM,Micronesia,National capital,4645,7,"Less than 50,000",0,0
30.648996313509571,-0.60599692103549,2192,2371,Mbarara,UGA-STH,Southern,UG,Uganda,Provincial capital,-999,7,"Less than 50,000",0,0
172.921113428077518,1.340756981154892,2193,2251,Tarawa,KIR,Kiribati,KR,Kiribati,National capital,44429,7,"Less than 50,000",56450,0
104.933340444328479,22.83333294306609,2194,2145,Ha Giang,VNM-HGN,Ha Giang,VM,Vietnam,Provincial capital,32690,7,"Less than 50,000",0,1
102.102003406206421,14.968998073317936,2195,2041,Nakhon Ratchasima,THA-NRT,Nakhon Ratchasima,TH,Thailand,Provincial capital,208781,5,"100,000 to 249,999",0,1
103.497003347219078,14.886000075087223,2196,2042,Surin,THA-SUR,Surin,TH,Thailand,Provincial capital,46673,7,"Less than 50,000",0,1
28.528002349931086,-0.756998939601058,2197,2372,Buluko,ZAR-KIV,Kivu,CG,"Congo, DRC",Provincial capital,-999,7,"Less than 50,000",0,0
115.85300441374639,-31.956003036831785,2198,2463,Perth,AUS-WAS,Western Australia,AS,Australia,Provincial capital,1446704,2,"1,000,000 to 4,999,999",0,0
106.268004381315762,22.663997982816021,2199,2146,Cao Bang,VNM-CBA,Cao Bang,VM,Vietnam,Provincial capital,41112,7,"Less than 50,000",0,1
29.629998413577511,-1.501002052330647,2200,2373,Ruhengeri,RWA-RHN,Ruhengeri,RW,Rwanda,Provincial capital,86685,6,"50,000 to 99,999",0,1
141.345990292819266,43.055001022796986,2201,2252,Sapporo,JPN-HKK,Hokkaido,JA,Japan,Provincial capital,1883027,2,"1,000,000 to 4,999,999",0,0
29.257002383163638,-1.694997056485491,2202,2374,Gisenyi,RWA-GSN,Gisenyi,RW,Rwanda,Provincial capital,83623,6,"50,000 to 99,999",0,1
104.966703439346503,13.816700934731152,2203,2043,Phnum Tbeng Meanchey,KHM-PVI,Preah Vihear,CB,Cambodia,Provincial capital,24380,7,"Less than 50,000",0,0
140.750001391191034,40.816665078838952,2204,2253,Aomori,JPN-THO,Tohoku,JA,Japan,Other,298394,4,"250,000 to 499,999",61270,0
103.950000301314532,22.500000036054018,2205,2147,Lao Cai,VNM-LCA,Lao Cai,VM,Vietnam,Provincial capital,36502,7,"Less than 50,000",0,1
29.349999400525263,-2.050002034454447,2206,2375,Kibuye,RWA-KIB,Kibuye,RW,Rwanda,Provincial capital,48024,7,"Less than 50,000",0,1
105.974001313616185,13.523004011800806,2207,2044,Stoeng Treng,KHM-STR,Stoeng Treng,CB,Cambodia,Provincial capital,-999,7,"Less than 50,000",0,1
140.891013326743263,38.25399605666648,2208,2254,Sendai,JPN-THO,Tohoku,JA,Japan,Provincial capital,73132,6,"50,000 to 99,999",0,0
115.934571309293602,-32.044166938447134,2209,2464,Fremantle,AUS-WAS,Western Australia,AS,Australia,Other,-999,7,"Less than 50,000",54520,0
29.566701410440718,-2.483297993455982,2210,2376,Gikongoro,RWA-GKN,Gikongoro,RW,Rwanda,Provincial capital,-999,7,"Less than 50,000",0,1
104.888997443048623,12.711996069069704,2211,2045,Kampong Thum,KHM-KTH,Kampong Thum,CB,Cambodia,Provincial capital,19951,7,"Less than 50,000",0,1
28.88979331630685,-2.496069029359739,2212,2377,Cyangugu,RWA-CYN,Cyangugu,RW,Rwanda,Provincial capital,63883,6,"50,000 to 99,999",0,1
106.02399640927095,12.468996057992186,2213,2046,Kracheh,KHM-KRC,Kracheh,CB,Cambodia,Provincial capital,19975,7,"Less than 50,000",0,1
145.735002342345439,15.149996983792695,2214,2255,Saipan,MNP,Northern Mariana Is.,CQ,Northern Mariana Is.,National and provincial capital,-999,7,"Less than 50,000",0,0
121.598199398832108,39.031721925888853,2215,2148,Dalian,CHN-LNN,Liaoning,CH,China,Other,2035307,2,"1,000,000 to 4,999,999",60250,0
30.062997329411047,-1.580003951162526,2216,2378,Byumba,RWA-BYM,Byumba,RW,Rwanda,Provincial capital,70593,6,"50,000 to 99,999",0,1
30.059001395495901,-1.950003072510952,2217,2379,Kigali,RWA-KIG,Kigali,RW,Rwanda,National and provincial capital,745261,3,"500,000 to 999,999",0,1
104.663997420533661,12.257001065274855,2218,2047,Kampong Chnang,KHM-KCN,Kampong Chhnang,CB,Cambodia,Provincial capital,75244,6,"50,000 to 99,999",0,0
96.826077383410805,-12.157532937743374,2219,2465,West Island,CCK,Cocos Is.,CK,Cocos Is.,National and provincial capital,-999,7,"Less than 50,000",0,0
29.757996383214451,-2.076002992448506,2220,2380,Gitarama,RWA-GTR,Gitarama,RW,Rwanda,Provincial capital,87613,6,"50,000 to 99,999",0,1
144.746991423054709,13.466997060296279,2221,2256,Hagatna,GUM,Guam,GQ,Guam,National and provincial capital,1051,7,"Less than 50,000",0,0
105.464997408016217,11.990997005268719,2222,2048,Kampong Cham,KHM-KCH,Kampong Cham,CB,Cambodia,Provincial capital,61750,6,"50,000 to 99,999",0,1
30.533301391988545,-2.166695980825155,2223,2381,Kibungo,RWA-KBN,Kibungo,RW,Rwanda,Provincial capital,46240,7,"Less than 50,000",0,1
120.434130414674982,36.148355997942254,2224,2149,Qingdao,CHN-SHD,Shandong,CH,China,Other,1642245,2,"1,000,000 to 4,999,999",0,0
29.732004361338003,-2.600001041427954,2225,2382,Butare,RWA-BUT,Butare,RW,Rwanda,Provincial capital,89600,6,"50,000 to 99,999",0,1
139.809006365241174,35.683002048058,2226,2257,Tokyo,JPN-KNT,Kanto,JA,Japan,National and provincial capital,8336599,1,"5,000,000 and greater",61380,0
104.913189333681956,11.564739066286695,2227,2049,Phnom Penh,KHM-PPE,Phnum Penh,CB,Cambodia,National and provincial capital,1573544,2,"1,000,000 to 4,999,999",0,0
42.539004332261385,-0.345995946245176,2228,2383,Kismaayo,SOM-JHO,Jubbada Hoose,SO,Somalia,Provincial capital,-999,7,"Less than 50,000",0,0
105.716700370206965,-10.416698957662849,2229,2466,The Settlement,CXR,Christmas I.,KT,Christmas I.,National and provincial capital,-999,7,"Less than 50,000",50910,0
105.324003344699207,11.483999920002079,2230,2050,Prey Veng,KHM-PVE,Prey Veng,CB,Cambodia,Provincial capital,-999,7,"Less than 50,000",0,1
139.727214411917629,35.504577070416133,2231,2258,Kawasaki,JPN-KNT,Kanto,JA,Japan,Other,1306785,2,"1,000,000 to 4,999,999",61385,0
104.518998321700252,11.451996042275887,2232,2051,Kampong Spoe,KHM-KSP,Kampong Spoe,CB,Cambodia,Provincial capital,33231,7,"Less than 50,000",0,1
37.342998311638098,-3.338999928307777,2233,2384,Moshi,TZA-KLM,Kilimanjaro,TZ,Tanzania,Provincial capital,156959,5,"100,000 to 249,999",0,0
119.304000308669316,26.071002032783603,2234,2150,Fuzhou,CHN-FUJ,Fujian,CH,China,Provincial capital,1179720,2,"1,000,000 to 4,999,999",59860,0
139.61999738373359,35.436996026313807,2235,2259,Yokohama,JPN-KNT,Kanto,JA,Japan,Other,3574443,2,"1,000,000 to 4,999,999",61390,0
36.674001329308879,-3.366000076635202,2236,2385,Arusha,TZA-ARS,Arusha,TZ,Tanzania,Provincial capital,341136,4,"250,000 to 499,999",0,1
106.146999420143089,11.32299904778923,2237,2052,Tay Ninh,VNM-TNI,Tay Ninh,VM,Vietnam,Provincial capital,-999,7,"Less than 50,000",0,1
109.339002301242971,-0.023003947603676,2238,2467,Pontianak,IDN-KBA,Kalimantan Barat,ID,Indonesia,Provincial capital,455173,4,"250,000 to 499,999",51941,0
103.366701348597104,19.333295965782852,2239,2053,Xiangkhoang,LAO-XNG,Xiangkhoang,LA,Laos,Provincial capital,-999,7,"Less than 50,000",0,1
103.616676330420077,-1.600001989424424,2240,2468,Jambi,IDN-JAM,Jambi,ID,Indonesia,Provincial capital,420323,4,"250,000 to 499,999",0,1
136.92100540548816,35.154998963562164,2241,2260,Nagoya,JPN-CHB,Chubu,JA,Japan,Provincial capital,2191279,2,"1,000,000 to 4,999,999",61480,0
39.654891411077841,-4.050945050154661,2242,2386,Mombasa,KEN-COA,Coast,KE,Kenya,Provincial capital,799668,3,"500,000 to 999,999",47100,0
121.506723341780898,25.035093026765583,2243,2151,Taipei,CHN-TWN,Taiwan,CH,China,Provincial capital,7871900,1,"5,000,000 and greater",0,0
101.484000378898074,19.195001933846939,2244,2054,Muang Xaignabouri,LAO-XGN,Xaignabouri,LA,Laos,Provincial capital,-999,7,"Less than 50,000",0,0
104.757003374012896,-2.990997060404322,2245,2469,Palembang,IDN-SST,Sumatera Selatan,ID,Indonesia,Provincial capital,1441500,2,"1,000,000 to 4,999,999",50330,0
135.7550014209057,35.009001005362684,2246,2261,Kyoto,JPN-KIN,Kinki,JA,Japan,Other,1459640,2,"1,000,000 to 4,999,999",0,0
39.705228395972227,-5.058036069850526,2247,2387,Wete,TZA-PNR,Pemba North,TZ,Tanzania,Provincial capital,26450,7,"Less than 50,000",47025,0
120.670281388071629,24.143642980917896,2248,2152,T'aichung,CHN-TWN,Taiwan,CH,China,Other,1040725,2,"1,000,000 to 4,999,999",57955,0
102.266676360813705,-3.799998017318448,2249,2470,Bengkulu,IDN-BNG,Bengkulu,ID,Indonesia,Provincial capital,309712,4,"250,000 to 499,999",50440,1
102.680235414767282,18.001736998690358,2250,2055,Vientiane,LAO-VNG,Viangchan,LA,Laos,National and provincial capital,196731,5,"100,000 to 249,999",0,1
135.221211372852764,34.690149076903374,2251,2262,Kobe,JPN-KIN,Kinki,JA,Japan,Other,1528478,2,"1,000,000 to 4,999,999",61560,0
39.0989973797179,-5.068998038393529,2252,2388,Tanga,TZA-TAN,Tanga,TZ,Tanzania,Provincial capital,224876,5,"100,000 to 249,999",47030,1
102.746997314757337,17.8839990159147,2253,2056,Nong Khai,THA-NKH,Nong Khai,TH,Thailand,Provincial capital,63609,6,"50,000 to 99,999",0,1
135.519003354409989,34.635996038831244,2254,2263,Osaka,JPN-KIN,Kinki,JA,Japan,Provincial capital,2592413,2,"1,000,000 to 4,999,999",61550,0
101.735001359407107,17.489996986271613,2255,2057,Loei,THA-LOE,Loei,TH,Thailand,Provincial capital,35273,7,"Less than 50,000",0,1
105.254001440148585,-5.408999936865414,2256,2471,Tanjungkarang-Telukbetung,IDN-LMP,Lampung,ID,Indonesia,Provincial capital,800348,3,"500,000 to 999,999",0,0
120.209688403058323,23.015979077883078,2257,2153,T'ainan,CHN-TWN,Taiwan,CH,China,Other,764147,3,"500,000 to 999,999",0,0
39.666699332085898,-5.349996076295445,2258,2389,Mkoani,TZA-PSO,Pemba South,TZ,Tanzania,Provincial capital,-999,7,"Less than 50,000",0,0
102.789999401947824,17.406998988040915,2259,2058,Udon Thani,THA-UTA,Udon Thani,TH,Thailand,Provincial capital,247231,5,"100,000 to 249,999",0,1
136.761993315889782,35.409996043470045,2260,2264,Gifu,JPN-CHB,Chubu,JA,Japan,Provincial capital,397714,4,"250,000 to 499,999",62140,0
106.333029364820362,20.450304045043911,2261,2059,Thai Binh,VNM-TBI,Thai Binh,VM,Vietnam,Provincial capital,53071,6,"50,000 to 99,999",0,1
39.707001387895303,-10.001997073559801,2262,2390,Lindi,TZA-LIN,Lindi,TZ,Tanzania,Provincial capital,41912,7,"Less than 50,000",46980,1
106.800003399726762,-6.166665049519104,2263,2472,Jakarta,IDN-JRA,Jakarta Raya,ID,Indonesia,National and provincial capital,8540121,1,"5,000,000 and greater",50970,0
120.286053319783178,22.608018005147922,2264,2154,Kaoshsiung,CHN-TWN,Taiwan,CH,China,Other,-999,7,"Less than 50,000",57920,0
105.210999352958055,21.817998023927174,2265,2060,Tuyen Quang,VNM-TQN,Tuyen Quang,VM,Vietnam,Provincial capital,36430,7,"Less than 50,000",0,1
118.769004381192914,32.048001066509975,2266,2155,Nanjing,CHN-JNS,Jiangsu,CH,China,Provincial capital,3087010,2,"1,000,000 to 4,999,999",60000,0
40.184001415769075,-10.275003078147764,2267,2391,Mtwara,TZA-MTW,Mtwara,TZ,Tanzania,Provincial capital,96602,6,"50,000 to 99,999",46975,1
104.875002324518874,21.705002968303621,2268,2061,Yen Bai,VNM-YBA,Yen Bai,VM,Vietnam,Provincial capital,96540,6,"50,000 to 99,999",0,1
32.666697362911094,-18.966698985814652,2269,2265,Mutare,ZWE-MNC,Manicaland,ZI,Zimbabwe,Provincial capital,184205,5,"100,000 to 249,999",0,0
117.276003362452471,31.860999070819371,2270,2156,Hefei,CHN-ANH,Anhui,CH,China,Provincial capital,1388904,2,"1,000,000 to 4,999,999",0,0
119.851002406577351,-0.899000963885376,2271,2473,Palu,IDN-STN,Sulawesi Tengah,ID,Indonesia,Provincial capital,282431,4,"250,000 to 499,999",0,0
105.863004307692023,21.551004040672609,2272,2062,Thai Nguyen,VNM-BTH,Bac Thai,VM,Vietnam,Provincial capital,133877,5,"100,000 to 249,999",0,0
105.427998406041496,21.304998018928387,2273,2063,Viet Tri,VNM-VPH,Vinh Phu,VM,Vietnam,Provincial capital,93475,6,"50,000 to 99,999",0,0
39.259998417414408,-5.878998020157336,2274,2392,Mkokotoni,TZA-ZNR,Zanzibar North,TZ,Tanzania,Provincial capital,2572,7,"Less than 50,000",0,0
121.47300041980445,31.247999938393427,2275,2157,Shanghai,CHN-SHN,Shanghai,CH,China,Provincial capital,14608512,1,"5,000,000 and greater",59970,1
29.750004349900507,-19.466703062617043,2276,2266,Gweru,ZWE-MDL,Midlands,ZI,Zimbabwe,Provincial capital,146073,5,"100,000 to 249,999",0,0
128.199996384391255,-3.716667065965733,2277,2474,Ambon,IDN-MAL,Maluku,ID,Indonesia,Provincial capital,355596,4,"250,000 to 499,999",52720,0
31.500000332764504,-20.999997035565578,2278,2267,Masvingo,ZWE-MSV,Masvingo,ZI,Zimbabwe,Provincial capital,76290,6,"50,000 to 99,999",0,1
114.279003280991077,30.573000036332086,2279,2158,Wuhan,CHN-HUB,Hubei,CH,China,Provincial capital,4184206,2,"1,000,000 to 4,999,999",60060,0
105.820002385985191,21.030003066242266,2280,2064,Hanoi,VNM-HNO,Ha Noi,VM,Vietnam,National capital and provincial capital enclave,1431270,2,"1,000,000 to 4,999,999",0,0
39.28329934402737,-6.133302054501085,2281,2393,Koani,TZA-ZCN,Zanzibar Central/South,TZ,Tanzania,Provincial capital,2311,7,"Less than 50,000",0,0
122.588361440206896,-3.955436983750527,2282,2475,Kendari,IDN-STG,Sulawesi Tenggara,ID,Indonesia,Provincial capital,-999,7,"Less than 50,000",52240,0
105.333003338980433,20.829996040754036,2283,2065,Hoa Binh,VNM-HBN,Hoa Binh,VM,Vietnam,Provincial capital,105260,5,"100,000 to 249,999",0,1
105.975000338465904,20.252997050936766,2284,2066,Ninh Binh,VNM-NBN,Ninh Binh,VM,Vietnam,Provincial capital,36864,7,"Less than 50,000",0,1
120.16500334705519,30.252996010638462,2285,2159,Hangzhou,CHN-ZHJ,Zhejiang,CH,China,Provincial capital,1878129,2,"1,000,000 to 4,999,999",0,0
43.243002432349556,-11.700000076553264,2286,2268,Moroni,COM,Comoros,CN,Comoros,National capital,42872,7,"Less than 50,000",47300,0
39.203001377177799,-6.1659989777914,2287,2394,Zanzibar,TZA-ZUR,Zanzibar Urban/West,TZ,Tanzania,Provincial capital,403658,4,"250,000 to 499,999",47050,0
119.722788315281676,-5.190425975798752,2288,2476,Makassar,IDN-SSL,Sulawesi Selatan,ID,Indonesia,Other,1321717,2,"1,000,000 to 4,999,999",52320,0
105.777000298794647,19.808999925638915,2289,2067,Thanh Hoa,VNM-THO,Thanh Hoa,VM,Vietnam,Provincial capital,112473,5,"100,000 to 249,999",0,1
35.738001427607514,-6.174998972072663,2290,2395,Dodoma,TZA-DOD,Dodoma,TZ,Tanzania,Provincial capital,180541,5,"100,000 to 249,999",0,1
106.757001312536232,21.84599703162063,2291,2068,Lang Son,VNM-LSO,Lang Son,VM,Vietnam,Provincial capital,-999,7,"Less than 50,000",0,1
40.500000405946331,-12.966659993205667,2292,2269,Pemba,MOZ-CDL,Cabo Delgado,MZ,Mozambique,Provincial capital,108737,5,"100,000 to 249,999",46940,0
38.916702401225422,-6.766703998218972,2293,2396,Kibaha,TZA-PWA,Pwani,TZ,Tanzania,Provincial capital,23651,7,"Less than 50,000",0,0
115.88900439087142,28.671003010052836,2294,2160,Nanchang,CHN-JNG,Jiangxi,CH,China,Provincial capital,1871351,2,"1,000,000 to 4,999,999",0,0
125.580996393709782,-8.570996989938493,2295,2477,Dili,TLS,Timor Leste,TT,Timor Leste,National capital,150000,5,"100,000 to 249,999",51390,0
106.191999391549331,21.270995926019108,2296,2069,Phu Lang Thuong,VNM-HBA,Ha Bac,VM,Vietnam,Provincial capital,53728,6,"50,000 to 99,999",0,0
113.000004406268744,28.099998003850125,2297,2161,Changsha,CHN-HUN,Hunan,CH,China,Provincial capital,2073938,2,"1,000,000 to 4,999,999",60080,0
106.331004341284569,20.942001007645473,2298,2070,Hai Duong,VNM-HHU,Hai Hung,VM,Vietnam,Provincial capital,58030,6,"50,000 to 99,999",0,0
40.691034410989744,-15.066134958211888,2299,2270,Mocambique,MOZ-NMP,Nampula,MZ,Mozambique,Other,-999,7,"Less than 50,000",46930,0
39.253347298189766,-6.817356064000188,2300,2397,Dar es Salaam,TZA-DES,Dar es Salaam,TZ,Tanzania,National and provincial capital,2698652,2,"1,000,000 to 4,999,999",47010,1
